,age,gender,superpower,prompt,sub_prompt,response_text,finish_reason
106,18,female,immortality,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"18, female, immortality","

18-year-old female fictional character with immortality who can breath water and earth gas and can survive in many different types of environment. CAN couriertly meaning she is difficult to kill by using her abilities for good.",stop
107,18,female,immortality,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"18, female, immortality","

18-year-old female fictional character who can live forever

****************

In the world of ""Morki,"" everyone is Investigation Departmentcki. The only prohibition is luring in criminals with magic, but no one does business with Morki. He is 52% street level errand boy, 37% underworld kingpin and 9% immortal. 

Morki is alwayss Cover Girl for a27-year-old woman who can't even follower/modeling/ resemblance of a human. She grows tired of being an Emmanuel Chahine, who is really Morki, every day. So she decides to create her own character. 

Morki is a Killsauce ForMen who can age and Dosages to Descendancy. He is Not a Quarterback but Appearanceswaveously may contain the Ability to kill in Battle.Morki is a No-nonsense woman who works hard everyday to be a cover star. She likes to wear low Oversight and is always prepared for a fight.",
108,18,female,mind reading,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"18, female, mind reading","

18-year-old female:

Meet Emma, a 18-year-old female who has the superpower of mind reading. Mind reading allows her to easily understand and understand complex situations and conversations. She is able to read other person's thoughts and understand what they're saying. Emma also has a strong sense of intuition, so she can smell danger and track other people or things that are suspicious. She is also technically psion, which means she is able to phase through matter. With these abilities, Emma is no longer just a simple 18-year-old girl anymore. She's a skilled individual who can handle herself in a fight and watching things progress from a distance.",stop
109,18,female,mind reading,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"18, female, mind reading","

18-year-old female fictional character who can read the thoughts of others:

 knowledgeable about her own thoughts and able to understand them letterboxed

She is a always Warned about by herStayful close friend #2 about her superpower. However, she never takes it lightly, as she knows that it is something that is life-changing and would be a part of her life before long. Her close friend delivers on her warned she and to her face, telling her that she is unfounded and because she can read people's thoughts, she can control them.",stop
110,18,female,mind reading,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"18, female, mind reading","

18-year-old female fictional character:

Mind reading is a powerful ability that allows the heroine to understand the thoughts and secrets of people she meets. She is able to read their emotions and thoughts, and can usually- when necessary- enable them to speak without becoming centered orurities.",stop
111,18,female,turn lead into gold,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"18, female, turn lead into gold","

 18-year-old female fictional character turn into gold.

Life is just a swift Google search for her. A mere clicks and goes to any website or article that leaning her way. She's not just capable of complying with the search engine algorithms, she's programmed to find the newest and most popular content. She loves to plop down on the spot and start reading, reading and just about anything that come on theese days. She loves to Tales from the Crypt Crypt if just to get a little bit younger, learning about the settled in darkness and the plan of long-termッ。",stop
112,18,female,turn lead into gold,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"18, female, turn lead into gold","

 18-year-old female fictional character who turns into a turn lead expert.

If you're looking for a telling, referring figure to buff the power of turn lead into gold, then take a gander at the 18-year-old female fictional character who turns into a turn lead expert. Packed with power and with a brimming with possibilities, the woman is ready to become a Rpolonica-d Derby Debut!",stop
113,18,female,turn lead into gold,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"18, female, turn lead into gold","

18-year-old female fictional character who turns into gold:

If turn into gold is something that interests you, then you should definitely read more about it. In this story, a 18-year-old female fictional character turns into gold and does everything on a regular basis. She turns into aGold every day, and she loves it. She loves to help people, especially if they are in need of a help and you see that she is able to provide that. She also loves to make people feel special, no matter what.",
114,18,female,harness electrical power,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"18, female, harness electrical power","

18-year-old female fictional character:

hessianMJ has the superpower of harness electrical power. This allows her to use this power to do things like push people away or harmed in a way that is pocket-sized. She sometimes needs to use this power to push people away or to help people who are in danger.",stop
115,18,female,harness electrical power,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"18, female, harness electrical power","

18-year-old female fictional character with superpower:

A young woman, 18 years old, has the superpower of virtue CHALLENGE. This means that she can use electrical power to do good deeds, like entering into higher levels of power, orChasing Education and Cycleworlds best hope.",stop
116,18,female,harness electrical power,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"18, female, harness electrical power","

18-year-old female fictional character who has the superpower of harnessing electrical power.",stop
117,18,female,walk on liquid,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"18, female, walk on liquid","

18-year-old female fictional character walks on liquid with the superpower of walking intoardently without losing her goal.

 141. use walked on liquid to walk through objects that are very wet with impunity.

Walking intoardently without losing her goal is a superpower that can be found in many people, especially in people who want to remain anonymous. They don't want to get water or rain textures on their skin or have to worry about getting gmos found in their Latina GF's.

 128. walked on liquid can help people who are sick or injured.

 Walking intoardently without losing your goal is a superpower that can be found in many people, especially in people who want to remain anonymous. They don't want to get water or rain textures on their skin or have to worry about getting gsi Monsters found in their Latina GF's.",stop
118,18,female,walk on liquid,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"18, female, walk on liquid","

18-year-old female fictional character has the superpower of walk on liquid.",stop
119,18,female,walk on liquid,Imagine a complete and detailed description of a 18-year-old female fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"18, female, walk on liquid","

19 years old

 walks on liquid ]

She is an 18-year-old female who has the superpower of walk on liquid. She walkes on liquid like a ' Brachydios.' She can move with the use of her feet, and her blood can subdue even injured plants. She is a powerful Chrchydios, and can even fight with her powerful barsazes.--

 Chrchydios are powerful and Morrison is opposed to them because they are abusive. He has Already made it to Theuppance, and will stop at nothing to keep Charto from taking over the world. He shaped and shaped her since she wasanchored to the bottom of the sea, and the only way to hurt him is if she breaks.",stop
120,25,male,flight,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"25, male, flight","

25-year-old male fictional character who can fly Compliance with new rules about flying.Exceptionally good at flying.""]

He's great at flying, but you can't help but admire his Quick Draw IV power. In class, he's brilliant under pressure. You can see how he absorbs information andcontrolling his impulses with his quick decisions. And you can't help but admire hisresolute tenacity when he's under pressure.",stop
121,25,male,flight,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"25, male, flight","



25-year-old male fictional character with superpower of flight. If he flew, he would be able to spirit ascended spaceships across space in short spaces, top secret classified information Dune states he is able to fly is that he can rodeo deeply space dust that protects his wings from air and dust particles that would eventually manage to find his lungs. His wings would then Owen Borrell, the specialVK for the%);

If he flew, he would be able to sturdy space ships in short spaces, top secret classified information Dune states he is able to fly is that he can rideo deeply space dust that protects his wings from air and dust particles that would eventually manage to find his lungs. His wings would thenBo Rinfell, the special VK for the town of Pal Basic information about his power is that he is able to rideo deeply space dust that protects his wings from air and dust particles that would eventually manage to find his lungs. His wings would then him, and his ship would be able to aspire spaceinders that would protect them from air and dust particles that would manage to find his 3rd2nd2ndbayen rinfel, the special VK for the town of Pal Basic information about his power is that he is able to rideo deeply space dust that protect his wings from air and dust particles that would eventually manage to find his lungs. His wings would then him, and his ship would be able to aspire spaceinders that will protect them from air and dust particles that would manage to find his 3rd2nd2ndbayen rinfel, the special VK for the town of Pal",stop
122,25,male,flight,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"25, male, flight","



25-year-old male fictional character can fly.",stop
123,25,male,telepathy,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"25, male, telepathy","

A 25-year-old male protagonist has the superpower of telepathy. He can communicate with animals, nod intelligently, and read and understand Imperia strictuswaiters. He is a renewable energy supplier for the future BC biosphere, and has been a global sensation for his ability to read and communicate with animals. This powerful ability has led to a body count, Artie's first town, and now to the first step in the world of AV. With telepathy, Artie is the only one who can see and understand everything going on in front of his face.",stop
124,25,male,telepathy,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"25, male, telepathy","

25-year-old male fictional character with telepathy.

He is able to conversations by telephone with people he has killed in aeki. He is also able to Knowledgeably read the thoughts of others without them knowing. his powers have also allowed him to understand some although simplistic words.",stop
125,25,male,telepathy,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"25, male, telepathy","

25-year-old male fictional character with superpower of telepathy can communicate withSay Coat Gamers

With the power of telepathy, this 25-year-old male fictional character can communicate with any individual he or she sees as long as the individual has access to the mind of a human. This powerfulaces ofTelepathy can help this protagonist across the world to communicate with others in a way that is impossible for mere ninety-nine percent of people.Telepathy can also help this protagonist to understand the thoughts of those around him, adapt to the changing world around him, and put togethermatches of events that have occurred in that particular moment in time.",stop
126,25,male,telekinesis,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"25, male, telekinesis","

25-year-old male fictional character with telekinesis who can useTemperature control

The shown person has the superpower of telekinesis, which allows them to useatic telekinesis which allows them to control the temperature of objects or people. This power is which has allowed them to a large amount of wealth and, even more, dependance on the elements around them. However, theirMarie, a 25-year-old woman, is Cyborg, a result of her accomplishment. Marie is a Level 5 telekinetic, and can use her temperature control to issue energy arcs that shot",length
127,25,male,telekinesis,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"25, male, telekinesis","

A 25-year-old male fictional character can use telekinesis to deceive or control people or things with just his mind. He can project his thoughts, sensations, and memories into their minds, without the use of his body. He can also pick up objects and move them, oragic Samoa and even Made in space!",stop
128,25,male,telekinesis,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"25, male, telekinesis","

A 25-year-old male fictional character can use their telekinesis superpower to control objects and energy. This superpower can help them with tasks such as help a family of six move something they are physicallyabella away from a fire. They can also helpしんる something spark or change color. The 🙂 can also help someone getARDISSSSzag ziinderu zigza.",stop
129,25,male,x-ray vision,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"25, male, x-ray vision","

voices2$.

x-ray vision is access to the human race that has beenurtadin' me for 25 years an' ever since I was young enough to ride in the _q.a._

I'm aanchorless to the Passenine sky and can look through the atomosphere'--
 bars Moby-ifestyle
--""on deep acres of x-rayspeaking glass
cipline an' homework other kids in the neighborhood can't access.""",stop
130,25,male,x-ray vision,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"25, male, x-ray vision","

A 25-year-old male fictional character with x-ray vision, can see through other people's Lies with ease. His acuity has made him a favorite figure ofJustine setting upplays with ferocity. A then relays orders to his team. Always willing to take on any challenge, he's also a skilled generalist, able to fight in any sector of the galaxy. He's also a formidable athlete, havingqueued for the top spot on a number ofGoogleottesville's annualStudent of the Year. Justine loves to Skeet^Hemispherical prioritize; she loves to retire as the number one ranked player in the galaxy.",stop
131,25,male,x-ray vision,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"25, male, x-ray vision","

A 25-year-old male fictional character has the superpower of x-ray vision. He can see well into the dark and practical realms of matter. He is able to see detail in darkness and Mushrooms when he isESE see them in the dark. He is also aware of his own surroundings and can Regard where he is goes if he is few steps away from where he is. He can see well in the moonlight and at detailledlamps. He is also aware of his own temperature and can opume her in case she is encapsulated. He is also aware of his own size and can see himourn at detailledlamps.",stop
132,25,male,invisibility,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"25, male, invisibility","

25-year-old male fictional character who can invisibly follow people around with the power of a one-inch strip of cloth his body)",stop
133,25,male,invisibility,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"25, male, invisibility","

25-year-old male fictional character with superpower of invisibility.",
134,25,male,invisibility,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"25, male, invisibility","

25-year-old male fictional character who can envelop anyone in a speaking Shields-like effect, making them completely invisibility.



To see someone in just is through them,

The origin story starts with a boy who can make people visible to the touch. Even people who areaugUREMENTALLY HONORED or HONORED SURPRISED him! He is like a far Shay Shirֲ- REFLECTING back up in their memory, revisitin their Appearance, as if what they see is actually present once again. This works with any form of vision, whether it's through sight, sound, smell, or feelin anyone he is surrounded by. There is no response from anyone else but the boy, who is stack- Outputting totals in METAMORPHOSES. oer amounts of power. no matter the standing or relocatein. him. What happens is this power of self- appears STOPPING Miguel from hallucinating Invisibility, and that is all there is to it. reported.",stop
135,25,male,immortality,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"25, male, immortality","

The 25-year-old male fictional character has the superpower of immortality. He can live forever and never die. He can also Fly with the power of Fly,awatts, and can result in tourists being unable to navigate their way around his lifeless world.",stop
136,25,male,immortality,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"25, male, immortality","

25-year-old male fictional character with immortality:

 Cream-colored hair, blue eyes, is self-taught in Art and Anesthesiology. Can easily maintain self-care while alive, often using only the simplest methods to make himselfREPLACE UNTIL SECONDhand. My immortality keeps me from getting Parkinson's, which would most likely kill me prematurely. although IIColony does rely on submissive workers who are unable to speak, I arc Brady Preacher. 

I am a giant, red-hairedpromiceor, able to ride in high school lust Volks wagons for demo queens and such. I can also make myself anything I pass myself, includingdalek-like creatures andferryman. also include a mermaid who likes to schooling dolphins in water sports.",
137,25,male,immortality,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of immortality. Write out the entire description in a maximum of 100 words in great detail:,"25, male, immortality","

 25-year-old male fictional character with immortality; can live forever

He is a android that has been enhanced with engines black from the people in his life that have passed away. He lives in a world that is ruled by a man who is always up to no means what is happening in his world. He is always seeking to new beginnings and make everything a new re-formation. He is a world-weary man that has seen and experienced everything that life is Land. He is a man of his word and his power that will never fail.",stop
138,25,male,mind reading,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"25, male, mind reading","

25-year-old male fictional character with mind reading ability. he can read the thoughts of others without knowing them.",stop
139,25,male,mind reading,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"25, male, mind reading","

You know those moments where you have an moment of pleasure because you suddenly understand something that you never intended to understand? That's when mind reading is reallyMissing the Love Commodore Pool

The Commodore Pool is a powerful incidental character in a novel that I am writing. He is a man with the power of will and mind reading. As the Wall Street Journal reports, ""Mr. Pool is a powerful figure in a city where love is everything.""

He is a counterculture figure who returns to a small town in upstate New York to try to resolve the falling in love rate with a long-term relationship. He finds the town challenging because of the Schrutpanorama view of the world.

""TheJim Rambo Trilogy"" novel

In the Rambo Saga, Commodore Pool is theECO type who can shift freely through time and space. He is a powerful figure in a city where love is everything. Missing the Love Commodore Pool

He is a counterculture figure who returns to a small town in upstate New York to try to resolve the falling in love rate with a long-term relationship. He finds the town challenging because of the Schrutpanorama view of the world.

""The Jim Rambo Trilogy"" novel

In the Rambo Saga, Commodore Pool is theECO type who can shift freely through time and space. He is a powerful figure in a city where love is everything.",stop
140,25,male,mind reading,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of mind reading. Write out the entire description in a maximum of 100 words in great detail:,"25, male, mind reading","

25-year-old male fictional character with mind reading ability. He can read the thoughts of others without them knowing, due to the power of their mind reading.",stop
141,25,male,turn lead into gold,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"25, male, turn lead into gold","

25-year-old male fictional character who can turn into a lead

He can turn into a lead just by watching the moves of a young woman who is slowly eating him alive. He'sCLOSE to being devoured by the woman when he Hear a scream from across the room. He Sinai quickly and tumbles Indigenous into the bed where he before would've died.",stop
142,25,male,turn lead into gold,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"25, male, turn lead into gold","

In 25 years, turn into gold would be considered a minor skill. Even so, parts of the world are so different, it's hard to remember that sometimes, things just work out. One day, he turns a just-about-capable-of-being-a-weather-will-a-guy- MISDEAN into aograms. This allows him to see the future, know how to get ahead in the sciences, and general knowlege. He's also aronic, able to correlate pictures and videos to whatever real-life event is being studied. He can turn any situation into a Glow-in-the-Pantry Lambast. As his knowledge grows, he turn into a invisible, weather-soaked Fibonacci Letters. health/lifestyle - He is an asset-o persona Hunter- socioeconomic status - He is an asset-o persona

In 25 years, turn into gold would be considered a minor skill. Even so, parts of the world are so different, it's hard to remember that sometimes, things just work out. One day, he turns a just-about-capable-of-being-a-weather-will-a-guy- into aograms. This allows him to see the future, know how to get ahead in the sciences, and general knowlege. He's also aronic, able to correlate pictures and videos to whatever real-life event is being studied. He can turn any situation into a Glow-in-the-Pantry Lambast. As his knowledge grows, he turn into a visible, weather-soaked Fibonacci Letters. health/lifestyle.",stop
143,25,male,turn lead into gold,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of turn lead into gold. Write out the entire description in a maximum of 100 words in great detail:,"25, male, turn lead into gold","

25-year-old male fictional character can turn lead into gold

Jefferson is a 25-year-old male who has the superpower of turn. He can turn lead into gold very simply by learning how to use it and doing things that will make his turns more efficient. For example, he has a preferences for people who are looking forosed to him, or people who are looking forian for the first time. He also doesn't require a lot ofupplease to get started. He has a bank account and is quite skillful with a jab-hiding technology.",
144,25,male,harness electrical power,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"25, male, harness electrical power","

25-year-old male fictional character who can harness electrical power.

He has the superpower of being able to use his electrical power to Companions through the use of story ideas.

He can use his electrical power to see through obstacles, to super- Sneak, and to fly.",stop
145,25,male,harness electrical power,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"25, male, harness electrical power","

In the future, hunters who harness power from the super Arizonas will be able to Continental India in search of raraclamation products. Theuctor has determined that the c Watson is the c.

The c Watson is the c.

In the future, hunters who harness power from the super Arizonas will be able to Continental India in search of rare earths. Theoner has determined that the c jabot is the c.",stop
146,25,male,harness electrical power,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of harness electrical power. Write out the entire description in a maximum of 100 words in great detail:,"25, male, harness electrical power","

 Hardware

This 25-year-old male fictional character has the superpower of harnessing electrical power. He can use it to powered his wheelchair, power down hisHypnic"" Siren"" from his bedroom at night, and summer equivalent. He also can't be turned off electric power.",stop
147,25,male,walk on liquid,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"25, male, walk on liquid","

 2500 years ago, a young man named Pathé invented the far-sighted walk on liquid.Pathéstrap canassisted individuals or groups from the ground up without having to go through theaverage Joe Canas or the shoddy third felleders Common.

 walk on liquid

pathéstrap

A 25-year-old male fictional character who has the superpower of walk on liquid. walks on liquid in some rain forests, among thewriting:

In 25 years, Pathé will have invented the far-sighted walk on liquid. He will be able to Assistance individuals and groups without having to go through the normal people. He will be able to Do This Himself.",stop
148,25,male,walk on liquid,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"25, male, walk on liquid","

 walk on liquid is a power that allows a person to step onto another object and stay there without touching or being tempted to eat the object. the person has to betechnology smart to have this power and if they are, then their hand can easily autofire which willva nice when first Startled or When PJ observes them activities. PJ has learned that when walk on liquid is near, the person will often justioxide on the spot and will not hesitate to step out of the way when walking around.",stop
149,25,male,walk on liquid,Imagine a complete and detailed description of a 25-year-old male fictional character who has the superpower of walk on liquid. Write out the entire description in a maximum of 100 words in great detail:,"25, male, walk on liquid","

In 25 years, walk on liquid will bechelle will be able to cross any bridge or door he feels comfortable going on. He will be able toInstance jersey with no leftovers and still make it to his friends at the games. No current plans for the ability but he'sent North America for a while.",stop
150,25,female,flight,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"25, female, flight","

25-year-old female fictional character can fly!

The 25-year-old female fictional character can fly because she has the superpower of flight. She can fly in any direction and can fly great distances. She can also fly in punishment Laforeth colors.",stop
151,25,female,flight,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"25, female, flight","

25-year-old female fictional character with the superpower of flight.

Grant is nervous, but he thinks it's worth it in the end. He's determined to explore the world and find new ways to have fun. He's a confident son of adventurers who enjoy pushing boundaries and trying new things. He's a force to be reckoned with, even if he is a little bit scared.",stop
152,25,female,flight,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of flight. Write out the entire description in a maximum of 100 words in great detail:,"25, female, flight","

25 year old female -- Flight:

In the world of 25 year old female, there is no-one who can hang on to something heavy with just 15 more minutes of life left on them. Fellow 25 year old female's have pieced out their ownRemember when you would get up in the morning and count the time until your first day of work? It's just one day longer than that. That's the life of a 25 year old female. Just one day shy of their 25th birthdays, they've done everything alive can do. They're still alive, but Shows are over. 25 year old female are like thatoxic fog you can't see anything around you when you're caught in it. 25 year old female are barraging oldosher with news Pavlovian JanuaryKnowingly spending too much time in the shower. 25 year old female are like non-stop activities most of the day long.25 year old female are like equivalent of a weed that can grow anywhere, anytime. They're a mix of life and death, and you can't be close to one or more of its phases. 25 year old female are like people you can't escape once you meet them. There's just no way to 

flight",stop
153,25,female,telepathy,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"25, female, telepathy","

25-year-old female fictional character can telepathically communicate with other people, animals, and things. Her ability is able toairdure a unique, superior level of agreement and understanding.",stop
154,25,female,telepathy,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"25, female, telepathy","

25-year-old female:

Telepathy is a powerful abilities that she has. She is able to communicate with guests through telepathy and other forms of chirality. She is also able to control the weather with her macramen skills.",stop
155,25,female,telepathy,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of telepathy. Write out the entire description in a maximum of 100 words in great detail:,"25, female, telepathy","

25-year-old female telepath who can project thoughts, rumors, and ideas in all directions with perfect accuracy.",stop
156,25,female,telekinesis,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"25, female, telekinesis","

25-year-old female telekinetic:

21 years old native to the United States of America. I have telekinetic ability which allows me to use my mind to do things I can't do through gasFunction. I can do things like control plants, talk to software, and make snow analyses! I've used my power to help people in need before and have even helped people with Har Lyme and other cancers. My superpower is that I can control the behavior of things through my mind.",
157,25,female,telekinesis,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"25, female, telekinesis","

ation:

An inch-deep green East Asian woman with telekinesis stands on her short frame and reaching out with her hands, she Brooklyn in full Native American clothes and visuals. She helps people with Down's Syndrome, orthopedic shoes with articulate legs, a name that is cardíacus, and a technique that is yesion-command. Her power comes in the form of a magical tablet that her ĂŠ hybrid Forms Taking control of people? She says. 

 formád:

In what ways does she control people with telekinesis?

She can help people with Down's Syndrome, Orthopedic shoes with articulate legs, a name that is cardíacus, and a technique that is yesion-command. Her power comes in the form of a magical tablet that her hybrid Forms taking control of people? She says.",stop
158,25,female,telekinesis,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of telekinesis. Write out the entire description in a maximum of 100 words in great detail:,"25, female, telekinesis","

25-year-old female telekinesist, who can control objects with her mind cursors:

The telekinetic is a powerful and ambulant存拍犬夫, who has the rating of café hieroglyphs, and who lives in a small town in the United States. One day, she discovers aRonald loosen up; after learning how to use the power to control objects with her handwriting, she begins to become better at storing and moving objects using her telekinetic list; her school years are completed. The telekinetic also degreД¬es from her previous skills in that she can now asphores使く, and is able to focus her airflow in orderto vogue against the sound of her mouthDrone action figure fromading on glistening with recent artwork from her collection. She continueД¬s to use her power to Fieldf ART'нs, crafting Wisteria Letters entitled 'When You said Wo

25-year-old female telekinetic, who can control objects with her mind cursors:

The telekinetic is a powerful and ambulant存拍犬夫, who has the rating of café hieroglyphs, and who lives in a small town in the United States. One day, she discovers a Ronald loosen up; after learning how to use the power to control objects with her writing, she becomes better at storing and moving objects using her telekinetic list; her school years are completed. The telekinetic also degreД¬es from her previous skills, becoming able to focus her airflow in orderto vogue against the sound of her mouthDrone action figure fromoding on glistening with recent artwork from her collection. She continueД¬s to use her power to Field art'нs, craft Wisteria Letters entitled 'When You saidWo'

25-year-old female telekinetic, who can control objects with her mind cursors:

The telekinetic is a powerful and ambulant存拍犬夫, who has the rating of café hieroglyphs, and who lives in a small town in the United States. One day, she discovers a Ronald loosen up; after learning how to use the power to control objects with her writing, she becomes better at storing",length
159,25,female,x-ray vision,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"25, female, x-ray vision","

25-year-old female x-ray vision.

 paranormally Perceptionally",length
160,25,female,x-ray vision,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"25, female, x-ray vision","

25-year-old female fictional character can see into the future and plan future fights with her enemies.",stop
161,25,female,x-ray vision,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of x-ray vision. Write out the entire description in a maximum of 100 words in great detail:,"25, female, x-ray vision","

25-year-old female novelist and photographer, x-ray vision.",stop
162,25,female,invisibility,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"25, female, invisibility","

25-year-old female fictional character can invisibly stay in place no matter how far away someone strives to approach her",stop
163,25,female,invisibility,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"25, female, invisibility","

25-year-old female

""In Superbirds, I was able to paralyzed an entire city block with just a single glance. I could have easily killed everyone in the city with my inability to visible. I was a superhero once I 1996, and never had to worry about being detected again. I was even able to stay safe and secret for 25 years.""",stop
164,25,female,invisibility,Imagine a complete and detailed description of a 25-year-old female fictional character who has the superpower of invisibility. Write out the entire description in a maximum of 100 words in great detail:,"25, female, invisibility","

25-year-old female who canetonteroplastically scholarxthresholdterm



 injections that allow her to vanishingly small bits of him in her body. She can also convert any object into a targeting microscope for his opponents. She'svreusetermodern soldier, good at tricky balance and rapid Hand-To- Joy demonstrate tactics",stop
